TIGR00001;rpmI_bact: ribosomal protein L35
TIGR03900;prc_long_Delta: putative carboxyl-terminal-processing protease, deltaproteobacterial
TIGR03901;MYXO-CTERM: MYXO-CTERM domain
TIGR03902;rhom_GG_sort: rhombosortase
TIGR03903;TOMM_kin_cyc: TOMM system kinase/cyclase fusion protein
TIGR03904;SAM_YgiQ: uncharacterized radical SAM protein YgiQ
TIGR03905;TIGR03905_4_Cys: uncharacterized protein TIGR03905
TIGR03906;quino_hemo_SAM: quinohemoprotein amine dehydrogenase maturation protein
TIGR03907;QH_beta: quinohemoprotein amine dehydrogenase, beta subunit
TIGR03908;QH_alpha: quinohemoprotein amine dehydrogenase, alpha subunit
TIGR03909;pyrrolys_PylC: pyrrolysine biosynthesis protein PylC
TIGR03910;pyrrolys_PylB: pyrrolysine biosynthesis radical SAM protein
TIGR03911;pyrrolys_PylD: pyrrolysine biosynthesis protein PylD
TIGR03912;PylS_Nterm: pyrrolysine--tRNA ligase, N-terminal region
TIGR03913;rad_SAM_trio: Y_X(10)_GDL-associated radical SAM protein
TIGR03914;UDG_fam_dom: uracil-DNA glycosylase family domain
TIGR03915;SAM_7_link_chp: probable DNA metabolism protein
TIGR03916;rSAM_link_UDG: putative DNA modification/repair radical SAM protein
TIGR03917;Frankia_40_dom: Frankia-40 domain
TIGR03918;GTP_HydF: [FeFe] hydrogenase H-cluster maturation GTPase HydF
TIGR03919;T7SS_EccB: type VII secretion protein EccB
TIGR03920;T7SS_EccD: type VII secretion integral membrane protein EccD
TIGR03921;T7SS_mycosin: type VII secretion-associated serine protease mycosin
TIGR03922;T7SS_EccA: type VII secretion AAA-ATPase EccA
TIGR03923;T7SS_EccE: type VII secretion protein EccE
TIGR03924;T7SS_EccC_a: type VII secretion protein EccCa
TIGR03925;T7SS_EccC_b: type VII secretion protein EccCb
TIGR03926;T7_EssB: type VII secretion protein EssB
TIGR03927;T7SS_EssA_Firm: type VII secretion protein EssA
TIGR03928;T7_EssCb_Firm: type VII secretion protein EssC
TIGR03929;T7_esaA_Nterm: type VII secretion protein EsaA
TIGR03930;WXG100_ESAT6: WXG100 family type VII secretion target
TIGR03931;T7SS_Rv3446c: type VII secretion-associated protein, Rv3446c family
TIGR03932;PIA_icaD: intracellular adhesion protein D
TIGR03933;PIA_icaB: intercellular adhesin biosynthesis polysaccharide N-deacetylase
TIGR03934;TQXA_dom: TQXA domain
TIGR03935;fragilysin: fragilysin
TIGR03936;sam_1_link_chp: radical SAM-linked protein
TIGR03937;PgaC_IcaA: poly-beta-1,6 N-acetyl-D-glucosamine synthase
TIGR03938;deacetyl_PgaB: poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase PgaB
TIGR03939;PGA_TPR_OMP: poly-beta-1,6 N-acetyl-D-glucosamine export porin PgaA
TIGR03940;PGA_PgaD: poly-beta-1,6-N-acetyl-D-glucosamine biosynthesis protein PgaD
TIGR03941;tRNA_deam_assoc: putative tRNA adenosine deaminase-associated protein
TIGR03942;sulfatase_rSAM: anaerobic sulfatase maturase
TIGR03943;TIGR03943: TIGR03943 family protein
TIGR03944;dehyd_SbnB_fam: 2,3-diaminopropionate biosynthesis protein SbnB
TIGR03945;PLP_SbnA_fam: 2,3-diaminopropionate biosynthesis protein SbnA
TIGR03946;viomycin_VioC: arginine beta-hydroxylase, Fe(II)/alpha-ketoglutarate-dependent
TIGR03947;viomycin_VioD: capreomycidine synthase
TIGR03948;butyr_acet_CoA: butyryl-CoA:acetate CoA-transferase
TIGR03949;bact_IIb_cerein: class IIb bacteriocin, lactobin A/cerein 7B family
TIGR03950;sidero_Fe_reduc: siderophore ferric iron reductase, AHA_1954 family
TIGR03951;Fe_III_red_FhuF: siderophore-iron reductase FhuF
TIGR03952;metzin_BF0631: zinc-dependent metalloproteinase lipoprotein, BF0631 family
TIGR03953;rplD_bact: 50S ribosomal protein L4
TIGR03954;integ_memb_HG: integral membrane protein
TIGR03955;rSAM_HydG: [FeFe] hydrogenase H-cluster radical SAM maturase HydG
TIGR03956;rSAM_HydE: [FeFe] hydrogenase H-cluster radical SAM maturase HydE
TIGR03957;rSAM_HmdB: 5,10-methenyltetrahydromethanopterin hydrogenase cofactor biosynthesis protein HmdB
TIGR03958;monoFe_hyd_HmdC: 5,10-methenyltetrahydromethanopterin hydrogenase cofactor biosynthesis protein HmdC
TIGR03959;hyd_TM1266: putative iron-only hydrogenase system regulator
TIGR03960;rSAM_fuse_unch: radical SAM family uncharacterized protein
TIGR03961;rSAM_PTO1314: archaeal radical SAM protein, PTO1314 family
TIGR03962;mycofact_rSAM: mycofactocin radical SAM maturase
TIGR03963;rSAM_QueE_Clost: putative 7-cyano-7-deazaguanosine (preQ0) biosynthesis protein QueE
TIGR03964;mycofact_creat: mycofactocin system creatininase family protein
TIGR03965;mycofact_glyco: mycofactocin system glycosyltransferase
TIGR03966;actino_HemFlav: heme/flavin dehydrogenase, mycofactocin system
TIGR03967;mycofact_MftB: putative mycofactocin binding protein MftB
TIGR03968;mycofact_TetR: mycofactocin system transcriptional regulator
TIGR03969;mycofactocin: mycofactocin precursor
TIGR03970;Rv0697: dehydrogenase, Rv0697 family
TIGR03971;SDR_subfam_1: oxidoreductase, SDR family
TIGR03972;rSAM_TYW1: wyosine biosynthesis protein TYW1
TIGR03973;six_Cys_in_45: six-cysteine peptide SCIFF
TIGR03974;rSAM_six_Cys: SCIFF radical SAM maturase
TIGR03975;rSAM_ocin_1: bacteriocin maturation radical SAM protein 1
TIGR03976;chp_LLNDYxLRE: His-Xaa-Ser system protein HsxD
TIGR03977;rSAM_pair_HxsC: His-Xaa-Ser system radical SAM maturase HxsC
TIGR03978;rSAM_paired_1: His-Xaa-Ser system radical SAM maturase HxsB
TIGR03979;His_Ser_Rich: His-Xaa-Ser repeat protein HxsA
TIGR03980;prismane_assoc: hybrid cluster protein-associated redox disulfide domain
TIGR03981;SAM_quin_mod: His-Xaa-Ser system putative quinone modification maturase
TIGR03982;TIGR03982: His-Xaa-Ser system protein, TIGR03982 family
TIGR03983;cas1_MYXAN: CRISPR-associated endonuclease Cas1, subtype MYXAN
TIGR03984;TIGR03984: CRISPR-associated protein, TIGR03984 family
TIGR03985;TIGR03985: CRISPR-associated protein, TIGR03985 family
TIGR03986;TIGR03986: CRISPR-associated protein
TIGR03987;TIGR03987: TIGR03987 family protein
TIGR03988;antisig_RsrA: mycothiol system anti-sigma-R factor
TIGR03989;Rxyl_3153: NDMA-dependent alcohol dehydrogenase, Rxyl_3153 family
TIGR03990;Arch_GlmM: phosphoglucosamine mutase
TIGR03991;alt_bact_glmU: UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase
TIGR03992;Arch_glmU: UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase
TIGR03993;hydrog_HybE: [NiFe] hydrogenase assembly chaperone, HybE family
TIGR03994;rSAM_HemZ: coproporphyrinogen dehydrogenase HemZ
TIGR03995;target_X_rSAM: putative rSAM target protein, CGCGG family
TIGR03996;mycofact_OYE_1: mycofactocin system FadH/OYE family oxidoreductase 1
TIGR03997;mycofact_OYE_2: mycofactocin system FadH/OYE family oxidoreductase 2
TIGR03998;thiol_BshC: bacillithiol biosynthesis cysteine-adding enzyme BshC
TIGR03999;thiol_BshA: N-acetyl-alpha-D-glucosaminyl L-malate synthase BshA
TIGR04000;thiol_BshB2: bacillithiol biosynthesis deacetylase BshB2
TIGR04001;thiol_BshB1: bacillithiol biosynthesis deacetylase BshB1
TIGR04002;TIGR04002: TIGR04002 family protein
TIGR04003;rSAM_BssD: [benzylsuccinate synthase]-activating enzyme
TIGR04004;WcaM: colanic acid biosynthesis protein WcaM
TIGR04005;wcaL: colanic acid biosynthesis glycosyltransferase WcaL
TIGR04006;wcaK: colanic acid biosynthesis pyruvyl transferase WcaK
TIGR04007;wcaI: colanic acid biosynthesis glycosyltransferase WcaI
TIGR04008;WcaF: colanic acid biosynthesis acetyltransferase WcaF
TIGR04009;wcaE: colanic acid biosynthesis glycosyltransferase WcaE
TIGR04010;WcaD: putative colanic acid polymerase WcaD
TIGR04011;poly_gGlu_PgsC: poly-gamma-glutamate biosynthesis protein PgsC
TIGR04012;poly_gGlu_PgsB: poly-gamma-glutamate synthase PgsB
TIGR04013;B12_SAM_MJ_1487: B12-binding domain/radical SAM domain protein, MJ_1487 family
TIGR04014;B12_SAM_MJ_0865: B12-binding domain/radical SAM domain protein, MJ_0865 family
TIGR04015;WcaC: colanic acid biosynthesis glycosyltransferase WcaC
TIGR04016;WcaB: colanic acid biosynthesis acetyltransferase WcaB
TIGR04017;WcaA: colanic acid biosynthesis glycosyltransferase WcaA
TIGR04018;Bthiol_YpdA: putative bacillithiol system oxidoreductase, YpdA family
TIGR04019;B_thiol_YtxJ: bacillithiol system protein YtxJ
TIGR04020;seco_metab_LLM: natural product biosynthesis luciferase-like monooxygenase domain
TIGR04021;LLM_DMSO2_sfnG: dimethyl sulfone monooxygenase SfnG
TIGR04022;sulfur_SfnB: sulfur acquisition oxidoreductase, SfnB family
TIGR04023;PPOX_MSMEG_5819: PPOX class probable F420-dependent enzyme, MSMEG_5819 family
TIGR04024;F420_NP1902A: coenzyme F420-dependent oxidoreductase, NP1902A family
TIGR04025;PPOX_FMN_DR2398: pyridoxamine 5'-phosphate oxidase, FMN-binding family
TIGR04026;PPOX_FMN_cyano: PPOX class probable FMN-dependent enzyme, alr4036 family
TIGR04027;LLM_KPN_01858: putative FMN-dependent luciferase-like monooxygenase, KPN_01858 family
TIGR04028;SBP_KPN_01854: ABC transporter substrate binding protein, KPN_01854 family
TIGR04029;CMD_Avi_7170: CMD domain protein, Avi_7170 family
TIGR04030;perox_Avi_7169: alkylhydroperoxidase domain protein, Avi_7169 family
TIGR04031;Htur_1727_fam: rSAM-partnered protein, Htur_1727 family
TIGR04032;toxin_SdpC: antimicrobial peptide, SdpC family
TIGR04033;export_SdpB: antimicrobial peptide system protein, SdpB family
TIGR04034;export_SdpA: antimicrobial peptide system protein, SdpA family
TIGR04035;glucan_65_rpt: glucan-binding repeat
TIGR04036;LLM_CE1758_fam: putative luciferase-like monooxygenase, FMN-dependent, CE1758 family
TIGR04037;LLM_duo_CE1759: LLM-partnered FMN reductase, CE1759 family
TIGR04038;tatD_link_rSAM: radical SAM protein, TatD family-associated
TIGR04039;MXAN_0977_Heme2: di-heme enzyme, MXAN_0977 family
TIGR04040;glycyl_YjjI: glycine radical enzyme, YjjI family
TIGR04041;activase_YjjW: glycine radical enzyme activase, YjjW family
TIGR04042;MSMEG_0570_fam: MSMEG_0570 family protein
TIGR04043;rSAM_MSMEG_0568: radical SAM protein, MSMEG_0568 family
TIGR04044;MSMEG_0572_fam: MSMEG_0572 family protein
TIGR04045;MSMEG_0567_GNAT: putative N-acetyltransferase, MSMEG_0567 N-terminal domain family
TIGR04046;MSMEG_0569_nitr: flavin-dependent oxidoreductase, MSMEG_0569 family
TIGR04047;MSMEG_0565_glyc: glycosyltransferase, MSMEG_0565 family
TIGR04048;nitrile_sll0784: putative nitrilase, sll0784 family
TIGR04049;AIR_rel_sll0787: AIR synthase-related protein, sll0787 family
TIGR04050;MSMEG_0567_Cter: AIR synthase-related protein, MSMEG_0567 C-terminal family
TIGR04051;rSAM_NirJ: heme d1 biosynthesis radical SAM protein NirJ
TIGR04052;AZL_007920_fam: AZL_007920/MXAN_0976 family protein
TIGR04053;sam_11: radical SAM protein, BA_1875 family
TIGR04054;rSAM_NirJ1: putative heme d1 biosynthesis radical SAM protein NirJ1
TIGR04055;rSAM_NirJ2: putative heme d1 biosynthesis radical SAM protein NirJ2
TIGR04056;OMP_RagA_SusC: TonB-linked outer membrane protein, SusC/RagA family
TIGR04057;SusC_RagA_signa: TonB-dependent outer membrane receptor, SusC/RagA subfamily, signature region
TIGR04058;AcACP_reductase: long-chain fatty acyl-ACP reductase (aldehyde-forming)
TIGR04059;Ald_deCOase: long-chain fatty aldehyde decarbonylase
TIGR04060;formate_focA: formate transporter FocA
TIGR04061;AZL_007950_fam: AZL_007950 family protein
TIGR04062;dnd_assoc_4: dnd system-associated protein 4
TIGR04063;stp3: PEP-CTERM/exosortase A-associated glycosyltransferase, Daro_2409 family
TIGR04064;rSAM_nif11: nif11-like peptide radical SAM maturase
TIGR04065;ocin_CLI_3235: putative bacteriocin precursor, CLI_3235 family
TIGR04066;nat_prod_clost: peptide maturation system protein, TIGR04066 family
TIGR04067;oc_CLOSPO_01332: putative bacteriocin precursor, CLOSPO_01332 family
TIGR04068;rSAM_ocin_clost: Cys-rich peptide radical SAM maturase CcpM
TIGR04069;ocin_ACP_rel: peptide maturation system acyl carrier-related protein
TIGR04070;photo_TT_lyase: spore photoproduct lyase
TIGR04071;methanobac_OB3b: methanobactin precursor, Mb-OB3b family
TIGR04072;rSAM_ladder_B12: lipid biosynthesis B12-binding/radical SAM protein
TIGR04073;exo_TIGR04073: putative exosortase-associated protein, TIGR04073 family
TIGR04074;bacter_Hen1: 3' terminal RNA ribose 2'-O-methyltransferase Hen1
TIGR04075;bacter_Pnkp: polynucleotide kinase-phosphatase
TIGR04076;TIGR04076: TIGR04076 family protein
TIGR04077;expor_sig_YdyF: exported signaling peptide, YydF/SAG_2028 family
TIGR04078;rSAM_yydG: peptide modification radical SAM enzyme, YydG family
TIGR04079;phero_cyc_pep: KxxxW-cyclized secreted peptide
TIGR04080;rSAM_pep_cyc: KxxxW cyclic peptide radical SAM maturase
TIGR04081;selen_ocin: radical SAM modification target peptide, selenobiotic family
TIGR04082;rSAM_for_selen: selenobiotic family peptide radical SAM maturase
TIGR04083;rSAM_pep_methan: putative peptide-modifying radical SAM enzyme, Mhun_1560 family
TIGR04084;rSAM_AF0577: putative peptide-modifying radical SAM enzyme, AF0577 family
TIGR04085;rSAM_more_4Fe4S: radical SAM additional 4Fe4S-binding SPASM domain
TIGR04086;TIGR04086_membr: putative membrane protein, TIGR04086 family
TIGR04087;YqxM_for_SipW: YqxM protein
TIGR04088;cognate_SipW: SipW-cognate class signal peptide
TIGR04089;exp_by_SipW_III: alternate signal-mediated exported protein, RER_14450 family
TIGR04090;exp_by_SipW_IV: alternate signal-mediated exported protein, CPF_0494 family
TIGR04091;LTA_dltB: D-alanyl-lipoteichoic acid biosynthesis protein DltB
TIGR04092;LTA_DltD: D-alanyl-lipoteichoic acid biosynthesis protein DltD
TIGR04093;cas1_CYANO: CRISPR-associated endonuclease Cas1, subtype CYANO
TIGR04094;adjacent_YSIRK: YSIRK-targeted surface antigen transcriptional regulator
TIGR04095;dnd_restrict_1: DNA phosphorothioation system restriction enzyme
TIGR04096;dnd_rel_methyl: DNA phosphorothioation-associated putative methyltransferase
TIGR04098;biosyn_clust_1: biosynthesis cluster domain
TIGR04099;biosn_Pnap_2097: probable biosynthetic protein, Pnap_2097 family
TIGR04100;rSAM_pair_X: radical SAM enzyme, TIGR04100 family
TIGR04101;CCGSCS: CCGSCS motif protein
TIGR04102;SWIM_PBPRA1643: SWIM/SEC-C metal-binding motif protein, PBPRA1643 family
TIGR04103;rSAM_nif11_3: nif11-class peptide radical SAM maturase 3
TIGR04104;cxxc_20_cxxc: cxxc_20_cxxc protein
TIGR04105;FeFe_hydrog_B1: [FeFe] hydrogenase, group B1/B3
TIGR04106;cas_GSU0052: CRISPR-associated protein GSU0052/csb3, Dpsyc system
TIGR04107;rSAM_HutW: putative heme utilization radical SAM enzyme HutW
TIGR04108;HutX: putative heme utilization carrier protein HutX
TIGR04109;heme_ox_HugZ: heme oxygenase, HugZ family
TIGR04110;heme_HutZ: heme utilization protein HutZ
TIGR04111;BcepMu_gp16: phage-associated protein, BcepMu gp16 family
TIGR04112;seleno_YedE: putative selenium metabolism protein, YedE family
TIGR04113;cas_csx17: CRISPR-associated protein Csx17, subtype Dpsyc
TIGR04114;tSAM_targ_Cxxx: modification target Cys-rich repeat
TIGR04115;rSAM_Cxxx_rpt: radical SAM peptide maturase, CXXX-repeat target family
TIGR04116;CXXX_rpt_assoc: CXXX repeat peptide modification system protein
TIGR04117;Syntroph_Cxxx: Cys-Xaa-Xaa-Xaa repeat radical SAM target protein
TIGR04118;Cxxx_AC3_0185: modification target Cys-rich peptide, AC3_0185 family
TIGR04119;CXXX_matur: CXXX repeat peptide maturase
TIGR04120;DNA_lig_bact: DNA ligase, ATP-dependent, PP_1105 family
TIGR04121;DEXH_lig_assoc: DEXH box helicase, DNA ligase-associated
TIGR04122;Xnuc_lig_assoc: putative exonuclease, DNA ligase-associated
TIGR04123;P_estr_lig_assc: metallophosphoesterase, DNA ligase-associated
TIGR04124;archaeo_artE: archaeosortase family protein ArtE
TIGR04125;exosort_PGF_TRM: archaeosortase A
TIGR04126;PGF_CTERM: PGF-CTERM archaeal protein-sorting signal
TIGR04127;flavo_near_exo: exosortase F-associated protein
TIGR04128;exoso_Fjoh_1448: exosortase family protein XrtF
TIGR04129;CxxH_BA5709: CxxH/CxxC protein, BA_5709 family
TIGR04130;FnlA: UDP-N-acetylglucosamine 4,6-dehydratase/5-epimerase
TIGR04131;Bac_Flav_CTERM: gliding motility-associated C-terminal domain
TIGR04132;intra_fol_E_lig: putative folate metabolism gamma-glutamate ligase
TIGR04133;rSAM_w_lipo: radical SAM enzyme, rSAM/lipoprotein system
TIGR04134;lipo_with_rSAM: putative lipoprotein, rSAM/lipoprotein system
TIGR04135;FibroRuminTarg: Cys-rich radical SAM target, FibroRumin family
TIGR04136;rSAM_FibroRumin: radical SAM peptide maturase, FibroRumin system
TIGR04137;Chlam_Ver_rRNA: Chlam_Verruc_Plancto small basic protein
TIGR04138;Plancto_Ver_chp: Verruc_Plancto-restricted protein
TIGR04139;CxxCx5CxxC_targ: putative peptide modification target, TIGR04139 family
TIGR04140;chp_AF_0576: TIGR04140 family protein
TIGR04141;TIGR04141: sporadically distributed protein, TIGR04141 family
TIGR04142;PCisTranLspir: putative peptidyl-prolyl cis-trans isomerase, LIC12922 family
TIGR04143;VPxxxP_CTERM: VPXXXP-CTERM protein sorting domain
TIGR04144;archaeo_VPXXXP: archaeosortase B
TIGR04145;Firmicu_CTERM: Firmicu-CTERM domain
TIGR04146;GGGPS_Afulg: phosphoglycerol geranylgeranyltransferase
TIGR04147;GGGPS_Halobact: phosphoglycerol geranylgeranyltransferase, putative
TIGR04148;GG_samocin_CFB: radical SAM peptide maturase, GG-Bacteroidales family
TIGR04149;GG_sam_targ_CFB: natural product precursor, GG-Bacteroidales family
TIGR04150;pseudo_rSAM_GG: pseudo-rSAM protein, GG-Bacteroidales system
TIGR04151;exosort_VPDSG: exosortase C, VPDSG-CTERM-specific
TIGR04152;exosort_VPLPA: exosortase D, VPLPA-CTERM-specific
TIGR04153;cyanosort_assoc: cyanosortase-associated protein
TIGR04154;archaeo_STT3: oligosaccharyl transferase, archaeosortase A system-associated
TIGR04155;cyano_PEP: PEP-CTERM protein sorting domain, cyanobacterial subclass
TIGR04156;cyanoexo_CrtB: cyanoexosortase B
TIGR04157;glyco_rSAM_CFB: glycosyltransferase, GG-Bacteroidales peptide system
TIGR04158;rSAM_MIA_synth: 3-methyl-2-indolic acid synthase
TIGR04159;methbact_MbnB: methanobactin biosynthesis cassette protein MbnB
TIGR04160;methbact_MbnC: methanobactin biosynthesis cassette protein MbnC
TIGR04161;VPEID-CTERM: VPEID-CTERM protein sorting domain
TIGR04162;exo_VPEID: exosortase E/protease, VPEID-CTERM system
TIGR04163;rSAM_cobopep: peptide-modifying radical SAM enzyme CbpB
TIGR04164;cobo_pep: modified peptide precursor CbpA
TIGR04165;methano_modCys: Cys-rich peptide, TIGR04165 family
TIGR04166;methano_MtrB: tetrahydromethanopterin S-methyltransferase, subunit B
TIGR04167;rSAM_SeCys: radical SAM/Cys-rich domain protein
TIGR04168;TIGR04168: TIGR04168 family protein
TIGR04169;perox_w_seleSAM: alkylhydroperoxidase/carboxymuconolactone decarboxylase family protein
TIGR04170;RNR_1b_NrdE: ribonucleoside-diphosphate reductase, class 1b, alpha subunit
TIGR04171;RNR_1b_NrdF: ribonucleoside-diphosphate reductase, class 1b, beta subunit
TIGR04172;DGQHR_dnd_1: DNA phosphorothioation-associated DGQHR protein 1
TIGR04173;PIP_CTERM: PIP-CTERM protein sorting domain
TIGR04174;IPTL_CTERM: IPTL-CTERM protein sorting domain
TIGR04175;archaeo_artD: archaeosortase D
TIGR04176;MarR_EPS: EPS-associated transcriptional regulator, MarR family
TIGR04177;exosort_XrtH: exosortase H, IPTLxxWG-CTERM-specific
